waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=1.8e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=1.8e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=1.35e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=1.35e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=2.7e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=2.7e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=2.25e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=2.25e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=3.6e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=3.6e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=3.15e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=3.15e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.5e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.5e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.5e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.5e-08) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.05e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.05e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.95e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=4.95e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=5.4e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=5.4e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=5.85e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=5.85e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=6.3e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=6.3e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=6.75e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=6.75e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=7.2e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=7.2e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=9e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("w_nmos"))) (l_nmos=9e-08) Y
33.26824670060128,3.935091858033482e-06,33.07945278736685,3.544083760734661e-06,33.45234684196426,4.719713463580888e-06,33.37961079511614,4.345576502083261e-06,33.54026772346261,5.319397119427533e-06,33.50312125516532,5.044352261273701e-06,33.59030387026921,5.739620304921046e-06,29.75523945887596,7.438234220982234e-06,33.56840742656142,5.549265449431483e-06,33.60770807352733,5.896044839668092e-06,33.65721845727543,5.959224268336673e-06,33.70296211374423,6.000336860314322e-06,33.74195763199329,6.029570130693778e-06,33.77555849765234,6.0484398111047e-06,33.80478162354624,6.058315323043589e-06,32.53577951664044,3.343987709462116e-06
33.01219581067453,0.0001572646293071284,32.86163761953527,0.0001388842213366343,33.12276015243322,0.0001920015538990067,33.08577669198286,0.0001755906111676526,33.14629741953333,0.0002179927581959056,33.1401644445454,0.0002061112437849643,33.14070182372475,0.0002360234759535283,29.6220064794289,0.0002018360851090824,33.14562138243297,0.0002278750085797295,33.13309177094999,0.0002426916784873973,33.16002990037217,0.0002464302728199159,33.18455485771275,0.0002491900208799487,33.20348128468359,0.0002512958773820827,33.21807281651444,0.0002528386854516684,33.22926351585718,0.0002538972778358179,32.35938860250288,0.000123522500349355
31.41750750430828,0.005755371910326081,31.4557321096232,0.005037705555698484,31.16970756791783,0.007006137010965766,31.30525327606922,0.006428268084342601,30.89354272170574,0.007871782841690924,31.02988310943601,0.007484365049578495,30.64167600042846,0.008424285870379094,28.63935779813206,0.005194706119844572,30.76379316457943,0.008180917196608312,30.52729806458775,0.008613044430162307,30.44626959159698,0.008729427869323805,30.37017638402177,0.008811041908463846,30.29618977520684,0.008866523166328202,30.22470501941913,0.008900125735000574,30.15591192242148,0.008915410093781483,31.15772651879509,0.004272464979897955
25.96492059880638,0.145805118057958,26.36879732347413,0.1311190250469058,25.21173955246713,0.166713572755831,25.56404383383955,0.1577404673374476,24.65074093934644,0.1775870059428821,24.90970994281443,0.1731600167905257,24.23138237126054,0.1820890431438741,25.18589582603818,0.1071038808322917,24.42688798875261,0.1804424662671904,24.05885800233596,0.1828096489750756,23.89513721834658,0.1824251944221062,23.74556953751346,0.1815217196622342,23.60927076461801,0.1802608689070904,23.48443216180715,0.1787286294646511,23.36956126260144,0.1769920722376332,26.63283702463647,0.1109477109863568
19.11714884795404,1.753676640402478,19.4271530410626,1.636432331255732,18.394794633937,1.861699109272628,18.74975309735441,1.825113722992503,17.78442887217806,1.8688154902016,18.07193471387421,1.873691715580896,17.30456202304138,1.828843108194017,18.75720943711384,1.234144710082835,17.5299471905055,1.852582623733795,17.10423624399945,1.800261111439624,16.91832181307442,1.762512797338448,16.749715116372,1.7233811111819,16.59672169347772,1.684316842361258,16.45719620351162,1.645741346337523,16.32936942732603,1.607935459966636,19.57286407720903,1.421998387967084
13.06465169342935,10.49278413967951,13.84838756279419,10.4271695415675,12.02361209020247,10.0150566697833,12.47128339139132,10.30852345512079,11.40898759094573,9.333174372451372,11.67947377170884,9.67919505743374,11.01412589757224,8.665516044190078,14.71552964212523,7.701383159558771,11.19183141878944,8.992766324789757,10.86623471669547,8.354714111955753,10.73056487512804,8.027154308258083,10.60982977653437,7.7179024629291,10.50239818179232,7.42983438651022,10.40606652554041,7.161243713844707,10.31910446812206,6.910495414835776,14.82071033592197,9.567054526930827
8.110484992268306,33.31412748500671,8.657271759976167,35.81584717882501,7.539801985384875,29.01689100292632,7.768539419230833,31.02226415088167,7.261789626208997,25.74487383383781,7.379054611326297,27.2716746437044,7.105856891897072,23.20213103861923,11.20933380563595,32.903674659324,7.173680114702695,24.39866727053395,7.052579566485184,22.13059041877314,6.989294506292176,21.03650593976584,6.931112249434343,20.03236671952969,6.879205554225617,19.12033707167408,6.83252535009949,18.28828291170649,6.790255413638103,17.52611534716529,9.664039260415802,37.15741518224642
5.247645520115212,68.86725851372944,5.479883329778494,77.17429798569168,5.029698042030284,57.56505050883511,5.113431200259202,62.54715423182867,4.935650281392795,50.12136560499564,4.974325345569095,53.50979969839478,4.884295842405001,44.7212649200989,7.221172084851882,90.86459018010716,4.906986294322549,47.23014253277812,4.865073330969489,42.51411993970897,4.831839931402501,40.21083698144662,4.797858435968378,38.11076213742226,4.766859815324369,36.22102859242537,4.738459289575803,34.51121160131932,4.712337603040083,32.95657639507741,5.972848386785445,86.90100543530353
3.595368291020394,111.7498298727649,3.699887397609268,127.4017983552586,3.470850709702184,91.83922934734557,3.525730108082489,100.4670817914089,3.379065028678163,79.23270984636667,3.422909225193923,84.9394191702568,3.300773481908521,70.20530769520154,4.57912697316118,172.6723782493889,3.338431969027881,74.39175174798154,3.265992517387371,66.53046166687912,3.234654027670893,62.68527189461877,3.207213433677133,59.20137085348841,3.182988199281436,56.08672611312934,3.16143245691717,53.28519514015389,3.14211460693833,50.75155652486715,3.922740956761558,148.9292706537039
2.484081737448065,156.0915528207437,2.572723894270366,179.8034986469042,2.36183977630896,126.48343106805,2.416073387214912,139.2494221219359,2.280489787869051,108.0120410196396,2.317481079824438,116.3443187939973,2.222225224670491,94.95210253103239,3.086400432205748,262.3138465354735,2.24914601173028,100.9884025646244,2.198832677469586,89.68530958646161,2.181078291334325,84.27505664924774,2.166040591380598,79.40779781915563,2.152900675003941,75.07797238495824,2.141301738782435,71.20015051719818,2.130972377738818,67.70632414612533,2.721125063129296,214.3022402497759
