waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=1.8e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=1.8e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=1.35e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=1.35e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=2.7e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=2.7e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=2.25e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=2.25e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=3.6e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=3.6e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=3.15e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=3.15e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.5e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.5e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.5e-08) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.5e-08) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.05e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.05e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.95e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=4.95e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=5.4e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=5.4e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=5.85e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=5.85e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=6.3e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=6.3e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=6.75e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=6.75e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=7.2e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=7.2e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=9e-08) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y (OP("/PM0" "gm") * OP("/PM0" "rout"))) (l_pmos=9e-08) Y
2.313999579775471,6.548244062592777,2.343621238919601,6.50942754929233,2.313412513401852,6.57861563737944,2.309528338012719,6.580574794080662,2.32586959098215,6.454927138961144,2.319660238782803,6.535708956007111,2.334947930707515,6.211095900554485,2.829742427745246,6.100774746674247,2.331074426969264,6.343784693004705,2.33746076608437,6.065153805118647,2.346462650846358,6.037502435069993,2.355020393917159,6.030874512630403,2.361442273227903,6.022420883478437,2.366601124146264,6.016214503214924,2.370745791074433,6.012087782385582,2.455231028020914,6.485046191067446
3.028492772199795,9.723915851327577,3.103410622469097,9.422643385864257,2.994734160392844,10.36173121726666,3.002174742137746,10.05251747746952,2.999680343242724,10.85626239674102,2.9954299540026,10.63227278345325,3.011805356152073,11.16412830791873,4.058078320266262,8.719244455536279,3.005842978689416,11.03532051380955,3.017558502572089,11.24976021478777,3.027690997931201,11.44832182483318,3.036313241981575,11.64578691060627,3.043122269755761,11.82658550116389,3.048451883137989,11.99277463830584,3.052573075872765,12.14608707474092,3.32920898496534,9.213375620735487
4.191189404890773,14.15795037634927,4.382598765023302,13.57686389909966,4.052948461983926,15.48468703954666,4.101482894117343,14.81847864871227,4.007700945250803,16.73660156581906,4.024829366366377,16.12846527931609,3.989913479791587,17.82565738472656,6.393135972843087,12.8271444999085,3.996899508250217,17.30307017663851,3.985304151285046,18.30433401018906,3.985175975711335,18.84537465769509,3.984496709970543,19.36385855922962,3.98295452917505,19.84947291784965,3.980719351073234,20.30466368662768,3.977937882118213,20.73176650313058,4.881434140418123,13.23417894358401
6.440759225158348,20.7392508068835,6.908235744547533,19.82652085541602,6.034836811416002,22.7546928413176,6.190503154656118,21.74426536882385,5.850119369669692,24.6784765392118,5.928210080816304,23.73739964989788,5.742089682348833,26.41724771953586,10.73505391770962,18.35993754767336,5.790052354988407,25.57229037571974,5.702653776656133,27.21386888233901,5.670202186081098,27.99148647526103,5.640843414010974,28.72464798602665,5.613832641398494,29.41312108356791,5.588787760685726,30.06026419274902,5.56542906435481,30.66927218961287,8.012888842762274,19.26025459843137
11.60601997739029,30.51281386002248,12.454812270426,28.43517977364476,10.69397600875118,33.90310581468213,11.06942433893244,32.30162054505452,10.18914214240368,36.69403310251552,10.41188257116362,35.35921776850496,9.853709145556442,39.06231694380686,15.96657183462548,21.97231773661385,10.00687432271138,37.9241624241641,9.72234755970214,40.11881196857301,9.601322749104636,41.02999100387122,9.492368875149962,41.86712221392667,9.394051610648784,42.64599452341948,9.304662943571515,43.37248325387549,9.222876565669193,44.05175388805297,14.00854865378103,25.95343811386079
21.15227454312188,37.60928698432332,21.25666559048506,33.62188652437671,20.60407370490958,43.61270782814025,20.89318521680604,40.86059692006503,20.05538707425794,48.10095243147676,20.3212724450479,45.99855582144498,19.58069063061334,51.66345299295217,20.91042677742867,24.94584751391458,19.80870419639527,49.97586013619547,19.36990369924018,53.19387776400418,19.16347426283416,54.45720187361466,18.9692699275944,55.59513671153543,18.78759930415802,56.63902253333509,18.61736937852262,57.60075401332099,18.45757051093087,58.49027510434973,21.0981080486966,29.05430713731477
28.82062060887611,40.07120074181101,28.64008266924199,37.46659896165941,28.74968037595458,44.09433242914217,28.81581360426459,42.2259575962177,28.57321925349247,47.24496420219703,28.66364596669987,45.75265248686814,28.39967485586145,49.84042922352555,26.66735997691584,30.22642946407565,28.48446370081368,48.60048422290492,28.3195657947573,50.98111911568764,28.26814189473141,51.94376368304212,28.21932943208019,52.82662966185621,28.17059011261358,53.64919167786146,28.12237996509299,54.4180025403334,28.07497544460989,55.13870138799852,28.05809456438254,34.39843001726818
32.88858184297924,44.12485960972933,32.65595294521839,41.56097830586113,33.01869694813016,48.08298071048625,32.98419068978506,46.25823034967403,33.00949036482274,51.06366443408228,33.02240895085919,49.66921002282356,32.95978775294468,53.40454341270945,29.67509809967524,33.17721016028039,32.98726347578409,52.30018898195597,32.92942939449753,54.39696809035325,32.94190231828902,55.21939455023533,32.952320243316,55.9569869421884,32.95678339743923,56.62926229645768,32.95678808595375,57.24450177948936,32.95342481663319,57.80968866909347,31.98880606858148,38.4590687833191
34.2703296418971,45.80788504750855,34.00119680859006,43.13205683781023,34.52541226540324,50.03331923893119,34.42602779529642,48.07416070541544,34.64087811722003,53.2665468805214,34.59295850624341,51.74922770355359,34.70212873739715,55.83125644291032,30.7902531541647,34.32428442616911,34.67592570813796,54.61859779079967,34.7220301897272,56.92514374627383,34.78409400606538,57.84054538128249,34.84118398392687,58.66508815121177,34.88939436598186,59.41905028624663,34.93051989967373,60.11118090491924,34.96590939123881,60.74888483527842,33.31321264806124,39.93350975885123
34.66845927201526,46.31693700744011,34.36502566820031,43.57343017507478,34.97450572957025,50.65310357592209,34.85190281531622,48.64195789689088,35.12756972303355,53.97549053903199,35.06205012178888,52.4157248672629,35.21882267154666,56.6149988737633,31.15683733794085,34.71405128066684,35.1783602985045,55.36644285778637,35.25176806368695,57.74220031583042,35.32490595881819,58.68507473154214,35.39219924092824,59.53498258936519,35.44996112318542,60.31283895408971,35.50006676097709,61.02754694146519,35.54393064116385,61.68664337202318,33.63663154514898,40.3027013083655
