waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=1.8e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=1.8e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=1.35e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=1.35e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=2.7e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=2.7e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=2.25e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=2.25e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=3.6e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=3.6e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=3.15e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=3.15e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.5e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.5e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.5e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.5e-08) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.05e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.05e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.95e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=4.95e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=5.4e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=5.4e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=5.85e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=5.85e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=6.3e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=6.3e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=6.75e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=6.75e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=7.2e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=7.2e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=9e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") * OP("/NM0" "rout"))) (l_nmos=9e-08) Y
33.26824670060128,27.84609025473892,33.07945278736685,25.97539653486415,33.45234684196426,30.44232265849646,33.37961079511614,29.27688063190736,33.54026772346261,32.30367804487241,33.50312125516532,31.43367413412878,33.59030387026921,33.7988915223505,29.75523945887596,16.24138759191033,33.56840742656142,33.08498296122337,33.60770807352733,34.45992218366381,33.65721845727543,35.1764431812375,33.70296211374423,35.85940234287,33.74195763199329,36.50360976115809,33.77555849765234,37.11503489003439,33.80478162354624,37.69835222295126,32.53577951664044,23.16214722830514
33.01219581067453,27.71972914694112,32.86163761953527,25.87191222200662,33.12276015243322,30.27362346160974,33.08577669198286,29.1287037610829,33.14629741953333,32.09747123580198,33.1401644445454,31.24567769863121,33.14070182372475,33.55895477225859,29.6220064794289,16.1939908264697,33.14562138243297,32.86150693054473,33.13309177094999,34.20421933626267,33.16002990037217,34.90660485608079,33.18455485771275,35.57591438290954,33.20348128468359,36.20678822535982,33.21807281651444,36.80516506227482,33.22926351585718,37.37569195572181,32.35938860250288,23.0848308917766
31.41750750430828,26.94566777873693,31.4557321096232,25.20297863685209,31.16970756791783,29.31105562218831,31.30525327606922,28.25628701038373,30.89354272170574,30.97676927130254,31.02988310943601,30.20066302090015,30.64167600042846,32.30336212863905,28.63935779813206,15.79764474938386,30.76379316457943,31.67090276725249,30.52729806458775,32.88781521545253,30.44626959159698,33.5266502486492,30.37017638402177,34.13484829959643,30.29618977520684,34.70742487426499,30.22470501941913,35.24995419955286,30.15591192242148,35.76678111983119,31.15772651879509,22.53747980216621
25.96492059880638,24.56946031535704,26.36879732347413,22.99250374187373,25.21173955246713,26.80125976269837,25.56404383383955,25.78607061441634,24.65074093934644,28.48813890414776,24.90970994281443,27.68889549344304,24.23138237126054,29.90463226299812,25.18589582603818,14.48099832304858,24.42688798875261,29.22188774650406,24.05885800233596,30.54615665595422,23.89513721834658,31.21313820868015,23.74556953751346,31.85023310534124,23.60927076461801,32.45524622187914,23.48443216180715,33.03265754336049,23.36956126260144,33.58602059194237,26.63283702463647,20.6377581720758
19.11714884795404,22.29732553600414,19.4271530410626,20.31449022199892,18.394794633937,25.19754251006277,18.74975309735441,23.87638040593161,17.78442887217806,27.3588510699463,18.07193471387421,26.34192213274639,17.30456202304138,29.12688371441023,18.75720943711384,11.95039048494192,17.5299471905055,28.28006025345897,17.10423624399945,29.9142254543398,16.91832181307442,30.69028392581649,16.749715116372,31.42534367982197,16.59672169347772,32.12154076119376,16.45719620351162,32.78441285156624,16.32936942732603,33.41836612004431,19.57286407720903,17.63486066478132
13.06465169342935,19.83540057271514,13.84838756279419,18.22122580054856,12.02361209020247,22.24930271073988,12.47128339139132,21.13361952017443,11.40898759094573,24.15289641957346,11.67947377170884,23.24460487150503,11.01412589757224,25.78131442519406,14.71552964212523,10.72686221877047,11.19183141878944,24.99413457769654,10.86623471669547,26.52349069046207,10.73056487512804,27.2469652207308,10.60982977653437,27.93430387554395,10.50239818179232,28.5881905571702,10.40606652554041,29.21294885057369,10.31910446812206,29.81206637482185,14.82071033592197,15.95560692451173
8.110484992268306,15.02882964633175,8.657271759976167,13.89728052547186,7.539801985384875,16.92404165312255,7.768539419230833,16.02623223325089,7.261789626208997,18.48612322556623,7.379054611326297,17.74015929905607,7.105856891897072,19.7987083092891,11.20933380563595,9.757860209932563,7.173680114702695,19.17019738390165,7.052579566485184,20.37673804969307,6.989294506292176,20.9228126304261,6.931112249434343,21.4333622212415,6.879205554225617,21.91164576758169,6.83252535009949,22.36155328633575,6.790255413638103,22.7863098705864,9.664039260415802,12.57825882384102
5.247645520115212,10.24904924888091,5.479883329778494,9.504682795796839,5.029698042030284,11.26551777743517,5.113431200259202,10.83547454415082,4.935650281392795,11.67850050324811,4.974325345569095,11.54364107754879,4.884295842405001,11.57628519503156,7.221172084851882,7.446291278596032,4.906986294322549,11.6834809830583,4.865073330969489,11.37758894503854,4.831839931402501,11.3021863129031,4.797858435968378,11.22760104539832,4.766859815324369,11.14755949324803,4.738459289575803,11.06566769803948,4.712337603040083,10.98422105543414,5.972848386785445,8.665093018636469
3.595368291020394,6.048880925689297,3.699887397609268,5.997213207630731,3.470850709702184,5.497983431921068,3.525730108082489,5.848941742482495,3.379065028678163,4.694790453238639,3.422909225193923,5.092120378314767,3.300773481908521,4.025860873752833,4.57912697316118,5.194165027993669,3.338431969027881,4.336388396600239,3.265992517387371,3.761544795535357,3.234654027670893,3.644753713771735,3.207213433677133,3.560220767361341,3.182988199281436,3.489483397920843,3.16143245691717,3.429522475758456,3.14211460693833,3.378109230018131,3.922740956761558,5.707259425491046
2.484081737448065,2.893969572370327,2.572723894270366,3.240511563103727,2.36183977630896,2.336231267765157,2.416073387214912,2.584341432347013,2.280489787869051,1.988157854490328,2.317481079824438,2.141624832901908,2.222225224670491,1.765793179504071,3.086400432205748,3.588154172808913,2.24914601173028,1.865454580346942,2.198832677469586,1.683596685999796,2.181078291334325,1.649832997599294,2.166040591380598,1.626009585357352,2.152900675003941,1.606158074911243,2.141301738782435,1.589382804832906,2.130972377738818,1.575033880146611,2.721125063129296,3.551111882638341
