waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=1.8e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=1.8e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=1.35e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=1.35e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=2.7e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=2.7e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=2.25e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=2.25e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=3.6e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=3.6e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=3.15e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=3.15e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.5e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.5e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.5e-08) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.5e-08) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.05e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.05e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.95e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=4.95e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=5.4e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=5.4e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=5.85e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=5.85e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=6.3e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=6.3e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=6.75e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=6.75e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=7.2e-07) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=7.2e-07) Y,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=9e-08) X,waveVsWave(?x (OP("/PM0" "gm") / (- OP("/PM0" "ids"))) ?y ((- OP("/PM0" "ids")) / VAR("w_pmos"))) (l_pmos=9e-08) Y
2.313999579775471,157.9864742942539,2.343621238919601,178.5671329384806,2.313412513401852,126.6511087314569,2.309528338012719,140.778815853263,2.32586959098215,105.2491859578281,2.319660238782803,114.987469477979,2.334947930707515,89.98334133490739,2.829742427745246,222.923576983437,2.331074426969264,97.01924925231825,2.33746076608437,83.90458031419173,2.346462650846358,78.13052656953558,2.355020393917159,72.99805626811109,2.361442273227903,68.45730155188627,2.366601124146264,64.41730362239205,2.370745791074433,60.80392731179627,2.455231028020914,201.8487409455772
3.028492772199795,117.7365032070523,3.103410622469097,132.3584129480157,2.994734160392844,94.52239153865494,3.002174742137746,105.0653970559733,2.999680343242724,78.45104917932835,2.9954299540026,85.77114048207855,3.011805356152073,66.98003933686438,4.058078320266262,153.0636610761904,3.005842978689416,72.26442214341228,3.017558502572089,62.42075743056937,3.027690997931201,58.05883880687178,3.036313241981575,54.19107560067884,3.043122269755761,50.77979530027909,3.048451883137989,47.75268873823936,3.052573075872765,45.05130942031168,3.32920898496534,146.9696189705039
4.191189404890773,79.30751375462434,4.382598765023302,87.93247623861456,4.052948461983926,64.22299856437178,4.101482894117343,71.19243946838611,4.007700945250803,53.39444132431581,4.024829366366377,58.34867349131262,3.989913479791587,45.58558308117723,6.393135972843087,86.89899225387782,3.996899508250217,49.18795611575563,3.985304151285046,42.4731728667712,3.985175975711335,39.47786602360912,3.984496709970543,36.82730327890495,3.98295452917505,34.49533868060411,3.980719351073234,32.43037940450282,3.977937882118213,30.59094808808097,4.881434140418123,93.99166131426284
6.440759225158348,44.62396392454177,6.908235744547533,47.79505789745139,6.034836811416002,37.16610218947087,6.190503154656118,40.77127628089652,5.850119369669692,31.25838524185673,5.928210080816304,33.99706259516448,5.742089682348833,26.85164786741734,10.73505391770962,34.25509989750707,5.790052354988407,28.89634437032866,5.702653776656133,25.07129883418745,5.670202186081098,23.33817328510585,5.640843414010974,21.80159976470754,5.613832641398494,20.44852336184468,5.588787760685726,19.24940253542482,5.56542906435481,18.18041588586804,8.012888842762274,46.9092539344596
11.60601997739029,17.05706583732806,12.454812270426,16.94927774144041,10.69397600875118,15.26716125939419,11.06942433893244,16.27507940819348,10.18914214240368,13.31679689027168,10.41188257116362,14.25668745637394,9.853709145556442,11.70522187385119,15.96657183462548,7.715361826489858,10.00687432271138,12.46655619942822,9.72234755970214,11.02521236321394,9.601322749104636,10.34317474490257,9.492368875149962,9.729960013287011,9.394051610648784,9.184016573669421,9.304662943571515,8.695520421198497,9.222876565669193,8.256299051779056,14.00854865378103,14.18808304300026
21.15227454312188,2.824885344259962,21.25666559048506,2.623021984494388,20.60407370490958,2.793894212733588,20.89318521680604,2.848198148350947,20.05538707425794,2.60939372726156,20.3212724450479,2.707350480488786,19.58069063061334,2.412979861522482,20.91042677742867,1.007276001675486,19.80870419639527,2.509761381161065,19.36990369924018,2.321042877953384,19.16347426283416,2.22154519137689,18.9692699275944,2.128592884270145,18.78759930415802,2.043219209054133,18.61736937852262,1.964678126800911,18.45757051093087,1.892267899740891,21.0981080486966,2.008147814921403
28.82062060887611,0.1702300642211018,28.64008266924199,0.1608103738799022,28.74968037595458,0.1713803872426868,28.81581360426459,0.1725187074508589,28.57321925349247,0.165084837790758,28.66364596669987,0.168605305968694,28.39967485586145,0.1574135632577091,26.66735997691584,0.07080919468367747,28.48446370081368,0.1612752349360926,28.3195657947573,0.1536225510941618,28.26814189473141,0.1489983286568693,28.21932943208019,0.1446066415359699,28.17059011261358,0.1405425702206921,28.12237996509299,0.1367724871181772,28.07497544460989,0.1332656815990187,28.05809456438254,0.1300076470283375
32.88858184297924,0.005324790524935553,32.65595294521839,0.005140926890646584,33.01869694813016,0.0053570878648814,32.98419068978506,0.00537590805272908,33.00949036482274,0.00522832321730993,33.02240895085919,0.005301920019863857,32.95978775294468,0.005060525949923276,29.67509809967524,0.003010570741947653,32.98726347578409,0.005146055921748801,32.92942939449753,0.004974752926735462,32.94190231828902,0.00483928442966124,32.952320243316,0.004709950486883806,32.95678339743923,0.004591758710201142,32.95678808595375,0.004483127772322488,32.95342481663319,0.004382765848483111,31.98880606858148,0.00445638497887006
34.2703296418971,0.0001260387267762108,34.00119680859006,0.000125190613202007,34.52541226540324,0.0001239076459735879,34.42602779529642,0.0001253808667984493,34.64087811722003,0.0001200219606281647,34.59295850624341,0.0001220442608342031,34.70212873739715,0.0001159342189664293,30.7902531541647,0.0001037694606858493,34.67592570813796,0.0001179637911194427,34.7220301897272,0.0001139658369311921,34.78409400606538,0.0001103358935025813,34.84118398392687,0.0001069233367327945,34.88939436598186,0.0001038802389471684,34.93051989967373,0.0001011412632178285,34.96590939123881,9.86560773573677e-05,33.31321264806124,0.0001170483116242728
34.66845927201526,2.709019426760373e-06,34.36502566820031,2.778707791979953e-06,34.97450572957025,2.580305364358776e-06,34.85190281531622,2.643933064320445e-06,35.12756972303355,2.461486434534691e-06,35.06205012178888,2.519224171426517e-06,35.21882267154666,2.35684319727177e-06,31.15683733794085,3.292993512408828e-06,35.1783602985045,2.407372681136216e-06,35.25176806368695,2.309697496463827e-06,35.32490595881819,2.219053224202729e-06,35.39219924092824,2.135295407976995e-06,35.44996112318542,2.062057367271833e-06,35.50006676097709,1.997272776864348e-06,35.54393064116385,1.93939351908733e-06,33.63663154514898,2.812563611736876e-06
