waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=1.8e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=1.8e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=1.35e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=1.35e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=2.7e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=2.7e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=2.25e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=2.25e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=3.6e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=3.6e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=3.15e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=3.15e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.5e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.5e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.5e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.5e-08) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.05e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.05e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.95e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=4.95e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=5.4e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=5.4e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=5.85e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=5.85e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=6.3e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=6.3e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=6.75e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=6.75e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=7.2e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=7.2e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=9e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "gm") / (2 * pi * OP("/NM0" "cgg")))) (l_nmos=9e-08) Y
33.26824670060128,32448.23294025871,33.07945278736685,33359.63608667415,33.45234684196426,31145.15096363674,33.37961079511614,31862.77807163366,33.54026772346261,29236.09236416576,33.50312125516532,30254.96937986425,33.59030387026921,27014.8621424123,29.75523945887596,90312.54353797941,33.56840742656142,28141.52255953388,33.60770807352733,25887.63446736393,33.65721845727543,24537.00365841487,33.70296211374423,23259.31470004663,33.74195763199329,22077.88749923347,33.77555849765234,20983.23737822827,33.80478162354624,19967.19388715112,32.53577951664044,36393.51657625361
33.01219581067453,1334556.919218864,32.86163761953527,1346958.578518212,33.12276015243322,1289106.576849412,33.08577669198286,1318808.42364003,33.14629741953333,1199117.221595847,33.1401644445454,1247831.930765463,33.14070182372475,1092602.720977914,29.6220064794289,2483851.434741955,33.14562138243297,1146513.755890888,33.13309177094999,1039110.120611264,33.16002990037217,982873.6334293291,33.18455485771275,929843.0987777346,33.20348128468359,880453.1550468218,33.21807281651444,834491.43254401,33.22926351585718,791732.122841977,32.35938860250288,1379375.417968543
31.41750750430828,41881466.51850052,31.4557321096232,44431470.57496858,31.16970756791783,36049100.50595029,31.30525327606922,39047416.1776489,30.89354272170574,30332136.307025,31.02988310943601,33101653.44644277,30.64167600042846,25504472.93758512,28.63935779813206,62295524.94964065,30.76379316457943,27795549.11403763,30.52729806458775,23449679.74487295,30.44626959159698,21648747.0929992,30.37017638402177,20044150.44145477,30.29618977520684,18606934.64762104,30.22470501941913,17316204.01656615,30.15591192242148,16153748.486521,31.15772651879509,45575614.34649013
25.96492059880638,581177362.6528516,26.36879732347413,705545649.3838741,25.21173955246713,416295447.8329236,25.56404383383955,488052977.2004157,24.65074093934644,314467614.1005312,24.90970994281443,359796502.5685159,24.23138237126054,246929607.4659737,25.18589582603818,1077345787.614404,24.42688798875261,277502943.6613917,24.05885800233596,221327766.6223969,23.89513721834658,199787974.3559554,23.74556953751346,181360627.4017096,23.60927076461801,165445446.8999647,23.48443216180715,151596474.5696463,23.36956126260144,139463924.2150899,26.63283702463647,842466139.0483221
19.11714884795404,3358124573.333642,19.4271530410626,4263613289.779677,18.394794633937,2259865874.181323,18.74975309735441,2725073359.800107,17.78442887217806,1631247628.420471,18.07193471387421,1906479589.378242,17.30456202304138,1235736577.902335,18.75720943711384,7758263993.267186,17.5299471905055,1412522904.587571,17.10423624399945,1090749449.046613,16.91832181307442,968513315.4717531,16.749715116372,865879541.8351214,16.59672169347772,778981016.7885923,16.45719620351162,704721006.398877,16.32936942732603,640736300.996106,19.57286407720903,5525581562.713836
13.06465169342935,10964503192.05539,13.84838756279419,15058201551.84816,12.02361209020247,6576919007.183526,12.47128339139132,8343106703.333018,11.40898759094573,4419849932.592799,11.67947377170884,5331700290.708871,11.01412589757224,3196689882.689145,14.71552964212523,29809394605.38322,11.19183141878944,3730899775.452508,10.86623471669547,2773377075.261316,10.73056487512804,2422688167.052391,10.60982977653437,2134549678.716826,10.50239818179232,1895523916.573581,10.40606652554041,1694947917.632641,10.31910446812206,1524925333.078483,14.82071033592197,21254550191.88676
8.110484992268306,19701381974.21112,8.657271759976167,29028917220.88457,7.539801985384875,11078102800.05675,7.768539419230833,14400037419.48431,7.261789626208997,7258381662.39028,7.379054611326297,8843486078.747465,7.105856891897072,5193303684.803384,11.20933380563595,81595622346.51381,7.173680114702695,6087129766.001236,7.052579566485184,4493186229.211494,6.989294506292176,3902868422.601487,6.931112249434343,3420106755.123137,6.879205554225617,3022510263.386119,6.83252535009949,2690993336.697329,6.790255413638103,2411573494.2607,9.664039260415802,47042972410.82587
5.247645520115212,25353776257.82542,5.479883329778494,37877753721.91505,5.029698042030284,14185692851.52361,5.113431200259202,18450139239.9936,4.935650281392795,9317655885.418894,4.974325345569095,11335429966.62291,4.884295842405001,6684331506.082445,7.221172084851882,133115583019.9023,4.906986294322549,7825655769.312226,4.865073330969489,5787296748.904081,4.831839931402501,5013489588.893384,4.797858435968378,4378704767.349586,4.766859815324369,3857323227.62621,4.738459289575803,3423791896.843477,4.712337603040083,3059395106.780227,5.972848386785445,64301238600.14205
3.595368291020394,27640034121.06397,3.699887397609268,41342426549.17057,3.470850709702184,15323316137.64151,3.525730108082489,20047273203.81847,3.379065028678163,9889953723.194155,3.422909225193923,12146472331.89658,3.300773481908521,6949466227.557046,4.57912697316118,154302040258.1971,3.338431969027881,8221531985.134776,3.265992517387371,5955611612.737601,3.234654027670893,5121628963.722186,3.207213433677133,4447320225.213709,3.182988199281436,3897912690.245935,3.16143245691717,3444304451.825126,3.14211460693833,3065417517.422094,3.922740956761558,70610938990.29741
2.484081737448065,26294887937.15365,2.572723894270366,40036745348.30245,2.36183977630896,14116853067.49007,2.416073387214912,18744598607.32523,2.280489787869051,8919366862.451073,2.317481079824438,11057312667.00385,2.222225224670491,6187021473.427352,3.086400432205748,155196523693.0583,2.24914601173028,7361070862.520697,2.198832677469586,5278558013.5419,2.181078291334325,4526747920.45703,2.166040591380598,3921604922.993177,2.152900675003941,3430026459.22732,2.141301738782435,3025224367.567328,2.130972377738818,2687891108.125365,2.721125063129296,69565891710.24165
